epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
198130,AL,ALABAMA,STATE,MUMPS,2,0.05
198143,AL,ALABAMA,STATE,MUMPS,2,0.05
198235,AL,ALABAMA,STATE,MUMPS,2,0.05
198713,AL,ALABAMA,STATE,MUMPS,2,0.05
198719,AL,ALABAMA,STATE,MUMPS,2,0.05
198720,AL,ALABAMA,STATE,MUMPS,2,0.05
198736,AL,ALABAMA,STATE,MUMPS,2,0.05
198810,AL,ALABAMA,STATE,MUMPS,2,0.05
198815,AL,ALABAMA,STATE,MUMPS,2,0.05
198826,AL,ALABAMA,STATE,MUMPS,2,0.05
198840,AL,ALABAMA,STATE,MUMPS,2,0.05
198922,AL,ALABAMA,STATE,MUMPS,2,0.05
198923,AL,ALABAMA,STATE,MUMPS,2,0.05
199018,AL,ALABAMA,STATE,MUMPS,2,0.05
199042,AL,ALABAMA,STATE,MUMPS,2,0.05
199046,AL,ALABAMA,STATE,MUMPS,2,0.05
199123,AL,ALABAMA,STATE,MUMPS,2,0.05
199232,AL,ALABAMA,STATE,MUMPS,2,0.05
199306,AL,ALABAMA,STATE,MUMPS,2,0.05
199308,AL,ALABAMA,STATE,MUMPS,2,0.05
199319,AL,ALABAMA,STATE,MUMPS,2,0.05
199321,AL,ALABAMA,STATE,MUMPS,2,0.05
199425,AL,ALABAMA,STATE,MUMPS,2,0.05
199435,AL,ALABAMA,STATE,MUMPS,2,0.05
199448,AL,ALABAMA,STATE,MUMPS,2,0.05
199605,AL,ALABAMA,STATE,MUMPS,2,0.05
199927,AL,ALABAMA,STATE,MUMPS,2,0.05
196833,AL,ALABAMA,STATE,MUMPS,3,0.09
196842,AL,ALABAMA,STATE,MUMPS,3,0.09
196901,AL,ALABAMA,STATE,MUMPS,3,0.09
196906,AL,ALABAMA,STATE,MUMPS,3,0.09
196913,AL,ALABAMA,STATE,MUMPS,3,0.09
196921,AL,ALABAMA,STATE,MUMPS,3,0.09
196929,AL,ALABAMA,STATE,MUMPS,3,0.09
196947,AL,ALABAMA,STATE,MUMPS,3,0.09
197020,AL,ALABAMA,STATE,MUMPS,3,0.09
197034,AL,ALABAMA,STATE,MUMPS,3,0.09
197039,AL,ALABAMA,STATE,MUMPS,3,0.09
197052,AL,ALABAMA,STATE,MUMPS,3,0.09
197143,AL,ALABAMA,STATE,MUMPS,3,0.08
197215,AL,ALABAMA,STATE,MUMPS,3,0.08
